duration,radiant_series_wins,dire_series_wins,score,0_rts,1_rts,2_rts,3_rts,4_rts,5_rts,6_rts,7_rts,8_rts,9_rts,10_rts,0_dts,1_dts,2_dts,3_dts,4_dts,5_dts,6_dts,7_dts,8_dts,9_dts,10_dts,0_rbs,1_rbs,2_rbs,3_rbs,4_rbs,5_rbs,0_dbs,1_dbs,2_dbs,3_dbs,4_dbs,5_dbs,net_worth,assissts,last_hits,gold,level,gpm,xpm,winner
1773.3001708984375,0,0,-12,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-3467,-29,156,-72,7,-68,380,radiant
1833.4669189453125,0,0,-12,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-2336,-29,179,-646,9,-24,409,radiant
1893.6334228515625,0,0,-17,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-8553,-48,169,-2388,0,-189,-20,radiant
1948.8001708984375,0,0,-17,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-12205,-48,153,-4590,1,-299,-34,radiant
2008.9669189453125,0,0,-17,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,-10483,-48,191,-3853,4,-248,44,radiant
2069.1337890625,0,0,-15,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-6582,-43,195,2503,4,-169,176,radiant
2129.26708984375,0,0,-15,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-6116,-43,237,409,5,-137,238,radiant
2189.53369140625,0,0,-15,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-6823,-43,246,3657,5,-170,249,radiant
2249.7001953125,0,0,-17,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-9490,-50,256,670,3,-229,81,radiant
2309.83349609375,0,0,-17,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-11276,-50,246,4149,3,-259,43,radiant
2365.03369140625,0,0,-15,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-6687,-43,269,7338,2,-177,162,radiant
2425.26708984375,0,0,-15,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-5408,-43,322,7767,6,-143,228,radiant
2485.5,0,0,-15,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-7446,-43,318,4679,4,-181,190,radiant
