,match_id,opposing_team_id,side,duration,my_hero_1,my_hero_2,my_hero_3,my_hero_4,my_hero_5,opposing_hero_1,opposing_hero_2,opposing_hero_3,opposing_hero_4,opposing_hero_5,my_team_kills,opposing_team_kills,gold_adv,xp_adv,my_tower_status,opposing_team_tower_status,win
1850,1119374025,1520578,radiant,3005,69,91,74,63,2,106,101,78,10,7,0,0,0,0,1796,1974,0
1851,1112880553,5,radiant,1991,74,29,69,101,63,106,50,98,2,52,0,0,0,0,1974,1974,1
1852,1112756917,5,dire,2415,106,91,51,19,22,26,66,103,1,17,0,0,0,0,1844,1540,1
1853,1098967476,20,radiant,1426,65,68,91,10,46,74,69,87,71,22,0,0,0,0,2047,1828,1
1854,1098875671,20,dire,1283,29,74,69,92,6,64,106,101,46,85,0,0,0,0,2046,1975,1
1855,1096806425,1848465,dire,2964,106,91,26,63,69,84,101,51,10,99,0,0,0,0,1968,1792,1
1856,1096727662,1848465,radiant,1786,91,106,22,51,109,84,69,68,21,63,0,0,0,0,1983,1920,1
1857,1095092872,1884658,dire,2214,29,89,26,64,61,101,84,51,109,11,0,0,0,0,1958,1536,1
1858,1094949376,1884658,radiant,2742,84,106,68,51,67,101,41,74,16,69,0,0,0,0,1846,1974,1
1859,1087966730,726228,dire,1454,106,69,20,57,64,101,47,41,109,16,0,0,0,0,1846,1956,0
1860,1087846900,726228,radiant,2195,69,68,78,20,46,84,43,101,42,110,0,0,0,0,1796,2038,0
1861,1087732763,726228,dire,2457,84,65,106,26,10,9,74,64,89,32,0,0,0,0,1828,1920,1
1862,1085876984,5,dire,3508,103,74,41,26,55,94,68,7,61,50,0,0,0,0,1540,1828,0
1863,1085758377,5,radiant,2129,29,84,92,43,93,103,94,86,51,46,0,0,0,0,1796,2038,0
1864,1083902538,1848465,radiant,3316,29,64,106,26,94,84,91,17,57,70,0,0,0,0,1828,1792,1
1865,1083643986,1884658,radiant,2540,78,106,87,5,77,84,29,75,10,2,0,0,0,0,1542,1956,0
1866,1082229628,5,radiant,1913,101,96,94,103,13,84,64,77,63,46,0,0,0,0,1536,1974,0
1867,1081913969,726228,dire,1832,101,106,99,100,55,20,84,92,6,47,0,0,0,0,1792,1975,0
1868,1079758571,1866993,radiant,1592,106,101,57,78,109,64,77,84,17,2,0,0,0,0,1830,1536,1
1869,1077912148,484909,dire,3625,69,84,74,26,1,78,101,5,67,88,0,0,0,0,1796,1958,1
1870,1024497341,1520578,dire,1707,106,101,64,94,57,29,84,68,47,67,0,0,0,0,2046,1796,1
1871,1024175251,1848158,radiant,2237,101,69,84,65,63,106,91,64,8,42,0,0,0,0,1792,1972,0
1872,1024137809,1848158,dire,1178,106,69,30,64,10,93,101,84,17,51,0,0,0,0,2046,1574,1
1873,1024012455,1848158,dire,3349,106,65,68,26,89,101,84,96,1,102,0,0,0,0,548,388,1
1874,1023903036,1848158,radiant,3390,77,92,84,65,35,68,99,73,40,95,0,0,0,0,516,1956,0
1875,1023826610,1848158,dire,3362,106,29,9,86,1,74,68,84,96,67,0,0,0,0,1796,1828,0
1876,1022086748,5,radiant,2604,106,29,84,26,10,101,69,42,47,45,0,0,0,0,1974,1536,1
1877,1022029498,5,radiant,1688,29,106,103,26,94,77,64,20,21,1,0,0,0,0,1982,1542,1
1878,1021952518,5,dire,3209,84,69,74,75,41,101,106,42,33,35,0,0,0,0,1540,1844,0
1879,1020335907,1848465,radiant,1310,77,29,26,74,69,101,106,55,64,97,0,0,0,0,1974,1830,1
1880,1020247182,1848465,radiant,2641,65,89,106,101,103,29,77,26,64,17,0,0,0,0,1828,1536,1
1881,1017098262,726228,radiant,1389,84,89,9,69,17,101,106,33,109,57,0,0,0,0,1542,2038,0
1882,1016962870,726228,dire,2206,29,77,92,3,65,64,74,91,19,97,0,0,0,0,288,1798,0
1883,1016869867,726228,radiant,1620,101,78,69,16,63,84,74,29,86,42,0,0,0,0,1574,2046,0
1884,1016784245,726228,dire,1558,84,29,36,89,22,77,64,96,69,57,0,0,0,0,1958,1972,1
1885,1016671075,726228,radiant,2825,84,65,68,69,17,64,106,63,103,26,0,0,0,0,1830,1796,1
1886,1016518132,1375614,radiant,1945,43,29,64,30,1,101,84,10,73,74,0,0,0,0,1982,1796,1
1887,1016456404,1375614,dire,1916,101,96,74,20,15,84,65,9,54,46,0,0,0,0,1968,2038,0
1888,1016403523,1375614,radiant,1930,84,77,29,101,39,68,96,106,58,44,0,0,0,0,1974,1536,1
1889,1013805194,484909,dire,4282,101,96,26,74,63,41,20,15,9,93,0,0,0,0,260,1312,0
1890,1013757676,484909,dire,1308,84,106,64,93,103,101,96,5,17,54,0,0,0,0,1975,2038,0
1891,1007336904,726228,radiant,2048,84,74,92,69,15,101,78,29,63,30,0,0,0,0,1924,1846,0
1892,1007268164,726228,dire,1732,101,106,73,55,54,84,64,74,103,93,0,0,0,0,1958,1974,0
1893,1007100692,1848158,radiant,1521,77,29,92,3,45,84,25,51,54,13,0,0,0,0,1982,1796,1
1894,1007038410,1848158,dire,2253,68,41,74,26,15,84,91,106,7,99,0,0,0,0,2038,1540,1
1895,1005266021,1520578,radiant,1417,77,84,9,55,36,29,15,101,20,49,0,0,0,0,2046,1798,1
1896,1005208746,1520578,dire,1575,77,29,84,92,69,101,93,7,95,55,0,0,0,0,1974,1542,1
1897,1004888672,7,dire,1770,101,78,10,31,53,84,29,15,20,77,0,0,0,0,1536,1824,0
1898,1004838382,7,dire,2260,101,20,69,63,13,41,84,9,30,47,0,0,0,0,1536,1844,0
1899,998854364,1848158,dire,3282,68,41,86,47,48,101,51,20,96,35,0,0,0,0,1540,1974,0
1900,998758450,1848158,radiant,1769,101,41,74,63,26,68,65,47,93,87,0,0,0,0,1982,1924,1
1901,998664362,1848158,dire,1932,78,86,53,94,88,68,65,106,74,64,0,0,-19402,-18331,1792,1854,0
1902,997110082,1375614,dire,1623,101,106,69,42,63,68,65,16,48,99,0,0,0,0,2038,1974,1
1903,996948364,1375614,radiant,2345,101,41,64,7,89,68,20,53,10,97,0,0,0,0,1792,1974,0
1904,996765166,1375614,dire,3126,43,86,84,77,65,101,96,68,1,73,0,0,0,0,1588,4,1
1905,993867498,1866993,dire,1766,15,100,69,5,99,78,64,30,53,109,0,0,0,0,1974,1792,1
1906,993818313,1866993,radiant,1734,43,41,64,100,22,68,78,7,15,85,0,0,0,0,1974,1924,1
1907,988834198,5,dire,2552,94,101,9,98,18,43,89,84,69,58,0,0,0,0,2038,6,1
1908,988673629,5,radiant,3201,94,78,84,86,53,43,101,96,7,36,0,0,0,0,1926,0,1
1909,988509614,5,dire,3411,43,101,88,67,31,84,94,13,64,57,0,0,0,0,1536,1796,0
1910,982308258,484909,dire,1801,78,86,69,84,94,96,106,31,99,21,0,0,0,0,2038,1926,1
1911,982175296,484909,radiant,1197,101,41,10,27,85,96,86,87,67,13,0,0,0,0,2047,1572,1
1912,977642409,7,radiant,2729,101,106,7,96,94,41,79,64,52,10,0,0,0,0,1536,1956,0
1913,977603348,7,dire,1014,101,41,10,13,91,43,79,9,53,64,0,0,0,0,1796,1982,0
1914,972442566,726228,dire,1939,101,96,31,10,51,15,16,71,22,3,0,0,0,0,1974,1974,1
1915,972269038,726228,radiant,1575,78,68,41,16,72,109,86,20,53,97,0,0,0,0,1542,1982,0
1916,972145938,726228,dire,3393,68,26,96,106,94,89,73,103,5,13,0,0,0,0,1792,1926,1
1917,971965435,5,dire,1812,43,69,9,42,87,41,31,64,79,106,0,0,0,0,1974,1958,1
1918,971893076,5,dire,3386,68,41,10,13,100,65,78,79,9,80,0,0,0,0,1828,4,1
1919,970324419,5,dire,3035,68,41,91,47,72,65,78,86,19,16,0,0,0,0,1974,0,1
1920,967714917,1375614,dire,2347,68,78,86,10,54,101,29,20,1,39,0,0,0,0,1972,518,1
1921,967605422,1520578,radiant,1359,41,68,86,47,35,101,43,7,69,106,0,0,0,0,2046,1542,1
1922,967403273,1520578,radiant,4524,43,20,68,69,53,101,41,7,13,93,0,0,0,0,36,1828,0
1923,967321951,1520578,dire,1522,109,41,31,74,33,101,7,10,89,13,0,0,0,0,1846,1975,0
1924,967133270,1520578,radiant,5370,101,29,20,106,47,43,41,7,52,74,0,0,0,0,1792,0,1
1925,963419581,7,radiant,1936,41,68,86,74,106,78,20,92,53,56,0,0,0,0,1982,1824,1
1926,963313816,7,dire,3882,78,68,15,69,86,31,96,84,63,17,0,0,0,0,1956,0,1
1927,961456381,5,radiant,3133,65,68,15,100,106,43,78,79,16,1,0,0,0,0,1536,1798,0
1928,961396538,5,dire,2281,43,96,7,92,45,109,65,31,10,86,0,0,0,0,1792,1828,0
1929,961338630,20,dire,1391,101,43,96,100,106,78,53,79,48,86,0,0,0,0,1982,1974,1
1930,961283175,20,radiant,1972,65,68,20,67,74,101,15,41,42,13,0,0,0,0,1982,1824,1
1931,959937377,1848465,dire,2376,101,78,16,69,89,86,47,99,87,56,0,0,0,0,1796,1588,1
1932,959798197,1375614,radiant,3489,78,69,87,7,93,96,68,16,8,60,0,0,0,0,0,1924,0
1933,959666895,1375614,dire,1627,15,96,69,92,100,78,68,67,87,97,0,0,0,0,1974,1974,0
1934,959579369,1375614,radiant,3695,43,7,15,68,69,101,96,67,31,13,0,0,0,0,1846,0,1
1935,958035537,1520578,radiant,2802,43,7,27,99,67,78,101,96,86,35,0,0,0,0,516,1846,0
1936,957842438,7,dire,2122,101,29,20,106,36,41,31,47,7,11,0,0,0,0,1958,1792,1
1937,957784984,7,radiant,1857,43,65,92,54,102,68,51,20,67,97,0,0,0,0,1983,1572,1
1938,956180530,7,radiant,2111,43,68,96,7,63,29,15,67,92,5,0,0,0,0,1982,1540,1
1939,955909792,484909,dire,1938,43,65,7,92,94,101,104,91,19,13,0,0,0,0,1974,1540,1
1940,953560234,5,dire,2752,65,31,67,100,13,78,15,5,104,84,0,0,0,0,1536,1982,0
1941,953441465,5,radiant,2525,15,78,79,52,69,65,86,58,39,82,0,0,0,0,1846,518,1
1942,953348937,5,dire,1885,109,53,16,92,49,89,26,7,29,106,0,0,0,0,1796,1846,0
1943,949542385,1924713,radiant,1271,101,78,54,31,11,29,20,67,68,74,0,0,0,0,2046,1796,1
1944,949447904,1924713,dire,2320,78,53,16,68,94,15,65,9,96,33,0,0,0,0,2038,4,1
1945,944216858,1367764,dire,2827,78,53,86,16,45,109,39,100,13,91,0,0,0,0,1828,1540,1
1946,944147749,1367764,radiant,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,1540,1
1947,938442504,726228,radiant,2607,109,96,50,88,46,101,16,22,103,93,0,0,0,0,6,1844,0
