duration,radiant_series_wins,dire_series_wins,score,0_rts,1_rts,2_rts,3_rts,4_rts,5_rts,6_rts,7_rts,8_rts,9_rts,10_rts,0_dts,1_dts,2_dts,3_dts,4_dts,5_dts,6_dts,7_dts,8_dts,9_dts,10_dts,0_rbs,1_rbs,2_rbs,3_rbs,4_rbs,5_rbs,0_dbs,1_dbs,2_dbs,3_dbs,4_dbs,5_dbs,net_worth,assissts,last_hits,gold,level,gpm,xpm,winner
781.9000244140625,0,1,-5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4571,-3,12,-1056,-1,-292,-17,dire
931.7666625976562,1,1,-4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2069,-13,60,-4099,0,-98,21,radiant
972.7999877929688,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2945,9,34,-705,4,185,181,dire
842.0999755859375,0,1,-5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5195,-3,-8,-3555,1,-303,99,dire
986.9334106445312,1,1,-4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-827,-13,79,-757,1,-22,176,radiant
1028.0,0,1,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4333,11,40,-1167,3,237,310,dire
902.2667236328125,0,1,-7,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6439,-12,-15,-899,0,-388,-31,dire
1047.13330078125,1,1,-4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-610,-13,89,-715,3,-7,185,radiant
1088.199951171875,0,1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4235,9,55,-1365,5,220,245,dire
957.5333251953125,0,1,-7,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-5392,-12,-11,-817,1,-307,-35,dire
1107.36669921875,1,1,-4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,609,-13,107,529,2,60,245,radiant
1148.433349609375,0,1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4238,9,57,1113,5,209,294,dire
1167.533447265625,1,1,-3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1834,-12,100,1379,4,104,213,radiant
751.3333740234375,1,1,-9,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4899,-13,-39,-3079,-5,-457,-413,radiant
806.533447265625,1,1,-8,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4580,-12,-50,-1635,-4,-416,-332,radiant
866.8333740234375,1,1,-7,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-3242,-9,-49,-32,-4,-266,-204,radiant
927.0667724609375,1,1,-6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2827,-8,-39,-3317,-3,-233,-170,radiant
987.300048828125,1,1,-4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-3122,-6,-53,63,2,-241,3,radiant
1047.533447265625,1,1,-4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-4190,-6,-67,395,0,-283,-77,radiant
1102.7333984375,1,1,-4,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-4898,-6,-89,3187,0,-311,-112,radiant
1162.86669921875,1,1,-4,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-5667,-5,-105,218,-2,-327,-181,radiant
623.4332885742188,0,0,-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4083,-14,0,-38,-4,-353,-401,dire
683.6000366210938,0,0,-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3845,-14,9,-675,-4,-303,-359,dire
738.7999877929688,0,0,-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5506,-17,2,-826,-6,-385,-436,dire
799.0333862304688,0,0,-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7759,-20,-32,-1104,-10,-520,-590,dire
859.2999877929688,0,0,-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6484,-15,-47,1156,-9,-405,-556,dire
919.4334106445312,0,0,-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7492,-18,-65,2423,-11,-423,-754,dire
974.6000366210938,0,0,-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8475,-18,-84,865,-10,-460,-786,dire
1034.800048828125,0,0,-14,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-9723,-20,-85,12,-12,-505,-824,dire
1095.0,0,0,-20,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-14387,-27,-107,-2,-15,-696,-1141,dire
1155.199951171875,0,0,-20,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-14646,-27,-111,-31,-17,-691,-1099,dire
627.7333984375,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4440,3,102,285,2,427,205,dire
687.9666748046875,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2744,-2,114,-646,2,254,124,dire
627.8333740234375,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,577,3,-7,-228,3,166,108,radiant
748.1666259765625,0,0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2480,-2,136,-10,3,208,223,dire
688.0333251953125,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1528,1,-8,533,1,229,101,radiant
803.36669921875,0,0,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3823,0,157,-3017,4,271,332,dire
748.3333740234375,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3120,7,2,2825,4,334,237,radiant
863.566650390625,0,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2282,-6,182,-558,3,170,245,dire
808.5999755859375,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4541,9,17,-1554,5,416,310,radiant
923.7667236328125,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1672,-7,193,-243,1,111,103,dire
863.7667236328125,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4047,11,16,-848,4,361,235,radiant
984.0333251953125,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-626,-9,182,1609,-2,-1,-119,dire
923.933349609375,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2680,2,14,-1415,0,271,37,radiant
1044.3333740234375,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-609,-9,184,-34,-2,4,-105,dire
984.10009765625,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2004,2,4,-991,0,210,43,radiant
1099.5333251953125,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-766,-9,190,409,1,1,-29,dire
1019.2000732421875,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2743,3,14,-1762,0,224,115,radiant
1074.4000244140625,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1704,2,16,-1151,1,164,114,radiant
1154.7000732421875,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1774,2,12,-106,3,153,88,radiant
601.0667114257812,0,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1070,-14,-6,-1165,-3,-121,-72,dire
656.2666625976562,0,0,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235,-13,-3,2350,0,-34,62,dire
716.4667358398438,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1143,-15,-6,-388,-1,-129,-56,dire
771.7000122070312,0,0,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-725,-15,-17,-220,-2,-88,-62,dire
832.0000610351562,0,0,-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1579,-16,-24,-1874,-2,-134,-103,dire
892.1666870117188,0,0,-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1409,-16,-37,-729,-3,-110,-147,dire
947.4000854492188,0,0,-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2260,-18,-42,-1155,-4,-163,-301,dire
608.5,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1422,-5,-14,-397,-2,-187,-121,radiant
1007.6333618164062,0,0,-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-5452,-21,-56,128,-6,-306,-455,dire
668.7667236328125,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1470,-5,-23,630,-2,-184,-112,radiant
1062.83349609375,0,0,-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-6424,-24,-62,856,-8,-353,-552,dire
729.066650390625,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1471,-5,-21,-1496,1,-185,-103,radiant
1123.033447265625,0,0,-13,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-6700,-26,-71,1315,-8,-354,-585,dire
784.300048828125,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1571,-5,-24,1179,-2,-177,-66,radiant
1178.2333984375,0,0,-16,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-11696,-27,-105,-1631,-13,-562,-812,dire
844.5,0,0,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3144,-8,-38,2041,-2,-270,-126,radiant
899.7667236328125,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4098,-8,-50,-1228,-4,-326,-240,radiant
959.933349609375,0,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,5,-39,624,2,-80,64,radiant
1015.166748046875,0,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-486,5,-42,-491,0,-106,32,radiant
1075.4000244140625,0,0,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-615,8,-68,-50,1,-119,-3,radiant
1135.6666259765625,0,0,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1544,5,-67,-654,-1,-151,-53,radiant
1190.8001708984375,0,0,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2192,4,-79,-327,-2,-185,-77,radiant
646.9000244140625,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,7803,6,50,1928,4,668,296,radiant
702.10009765625,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8095,8,49,-160,4,623,278,radiant
762.300048828125,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9447,10,51,317,5,679,407,radiant
657.2333984375,0,0,-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1451,-10,32,1094,-1,-186,-157,radiant
822.5,1,0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,11596,13,39,2216,6,787,499,radiant
712.466796875,0,0,-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1241,-10,47,-41,-3,-135,-97,radiant
877.6334228515625,1,0,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,13536,19,49,-369,8,851,511,radiant
772.666748046875,0,0,-9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1841,-15,66,9,-2,-169,-83,radiant
827.86669921875,0,0,-9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1801,-15,71,2499,0,-152,-81,radiant
888.033447265625,0,0,-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2835,-16,75,-360,-2,-211,-126,radiant
948.266845703125,0,0,-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2781,-16,80,-2356,0,-189,-54,radiant
1003.5,0,0,-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1466,-16,124,1159,3,-104,28,radiant
1063.83349609375,0,0,-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1344,-16,140,1981,1,-91,19,radiant
627.6666870117188,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5175,5,30,1000,1,491,207,radiant
637.9000244140625,1,0,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1116,7,-26,2036,2,85,82,dire
1119.033447265625,0,0,-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,390,-16,186,4420,3,13,146,radiant
682.8666381835938,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,7438,13,40,2088,3,641,289,radiant
698.166748046875,1,0,6,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1625,8,-34,-555,0,124,75,dire
1142.033447265625,0,0,-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,447,-16,196,1952,3,24,129,radiant
743.1000366210938,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5613,10,39,-1617,3,467,151,radiant
